,A_Gesamt_ID,A_Fach_ID,A_Gesch,A_Geb,A_Beruf,A_Jahre,A_Schulart,A_Status,A_Fach1,A_Fach2,A_Fach3,A_Did1,A_Did2,A_Did3,A_Abi,A_1.Ex_Note,A_1.Ex_Instr,A_1.Ex_Gesang,A_1.Ex_Ens,A_1.Ex_Instrsp,A_2.Ex_Note,A_2.Ex_Jahr,A_bP_Fachbetreuer,A_bP_Seminarlehrer,A_bP_Nachhilfe,A_bP_Fort,A_bP_Autor,A_bP_Musiker,A_bP_Sonstiges,A_Bas,A_bquaAus_M1,A_bquaAus_M2,A_bquaAus_M3,A_Anerk,A_Bed,R_fd_s_01a_s,R_fd_s_01a_v_b,R_fd_s_01a_v_v,R_fd_s_01a_v_a,R_fd_e_01b_s,R_fd_e_01b_v_b,R_fd_e_01b_v_v,R_fd_e_01b_v_a,R_fd_e_01c_s,R_fd_e_01c_v_b,R_fd_e_01c_v_v,R_fd_e_01c_v_a,R_fd_p_02a_s,R_fd_p_02a_v_b,R_fd_p_02a_v_v,R_fd_p_02a_v_a,R_fd_p_02b_s,R_fd_p_02b_v_b,R_fd_p_02b_v_v,R_fd_p_02b_v_a,R_fd_p_03_s,R_fd_p_03_v_b,R_fd_p_03_v_v,R_fd_p_03_v_a,R_fd_s_04_s,R_fd_s_04_v_b,R_fd_s_04_v_v,R_fd_s_04_v_a,R_fd_e_05_s,R_fd_e_05_v_b,R_fd_e_05_v_v,R_fd_e_05_v_a,R_fd_p_06a_s,R_fd_p_06a_v_b,R_fd_p_06a_v_v,R_fd_p_06a_v_a,R_fd_e_06b_s,R_fd_e_06b_v_b,R_fd_e_06b_v_v,R_fd_e_06b_v_a,R_fd_e_07_s,R_fd_e_07_v_b,R_fd_e_07_v_v,R_fd_e_07_v_a,R_fd_e_08a_s,R_fd_e_08a_v_b,R_fd_e_08a_v_v,R_fd_e_08a_v_a,R_fd_e_08b_s,R_fd_e_08b_v_b,R_fd_e_08b_v_v,R_fd_e_08b_v_a,R_fd_p_09a_s,R_fd_p_09a_v_b,R_fd_p_09a_v_v,R_fd_p_09a_v_a,R_fd_p_09b_s,R_fd_p_09b_v_b,R_fd_p_09b_v_v,R_fd_p_09b_v_a,R_fw_01_s,R_fw_01_v_b,R_fw_01_v_v,R_fw_01_v_a,R_fw_02_s,R_fw_02_v_b,R_fw_02_v_v,R_fw_02_v_a,R_fw_03_s,R_fw_03_v_b,R_fw_03_v_v,R_fw_03_v_a,R_fw_04_s,R_fw_04_v_b,R_fw_04_v_v,R_fw_04_v_a,R_fw_05_s,R_fw_05_v_b,R_fw_05_v_v,R_fw_05_v_a,R_fw_06_s,R_fw_06_v_b,R_fw_06_v_v,R_fw_06_v_a,R_fw_07_s,R_fw_07_v_b,R_fw_07_v_v,R_fw_07_v_a,R_fw_08_s,R_fw_08_v_b,R_fw_08_v_v,R_fw_08_v_a,R_fw_09a_s,R_fw_09a_v_b,R_fw_09a_v_v,R_fw_09a_v_a
0,0.30541271867112296,0.03333175161532842,0.7382762489252619,0.8744077296024249,0.3485980971250351,0.01972428943422544,0.9766468705848118,0.9193869922181096,0.2467954134505561,0.7918243835218272,0.9762636488733879,0.11570007232878088,0.11181684676341463,0.6902336984736093,0.5746434718941292,0.8413052662171041,0.5447210286984817,0.23930305421846576,0.11452507322865835,0.22907615999706799,0.7552161048994026,0.8459199956465527,0.3358586073820534,0.9599780811301555,0.7049471129306961,0.036727515670822664,0.9217998907120377,0.06072472682461527,0.30516484154377255,0.024019324885242166,0.2916996034832978,0.387349204395381,0.6693458480239275,0.31274594955908774,0.8516933694110509,0.7143247660783404,0.7616667123517539,0.8986850981992087,0.34871653308320394,0.6566436946369199,0.9440930806542346,0.22426756283875848,0.6878675129102266,0.6263753136837901,0.14980738331260224,0.8863516172761138,0.7568265084922671,0.6540120284264126,0.956439707506884,0.7124905371772533,0.36598639917480613,0.2460184201440926,0.7869409224724563,0.3961650814226655,0.9414544983818145,0.21592510751610616,0.9110023945574833,0.5026940262810057,0.5636603798564775,0.3244929573213844,0.5244185909634104,0.007800295839962668,0.5473263776055731,0.4864045870911432,0.3624542443661861,0.07437740809281956,0.7655141545066643,0.228868077684943,0.28782362981215703,0.64560207265167,0.036020875101009486,0.5705850885397272,0.25584224949219503,0.07772246547525907,0.9145527865664141,0.9653720209738615,0.008802210502277585,0.3934866936071242,0.06621147832663132,0.9213989887789019,0.8388225710441769,0.12985002403491064,0.754121701335104,0.6838834301260607,0.7490575048957632,0.31605879343479126,0.6992909647462845,0.25171265756821415,0.7182064892515252,0.21310707833101605,0.18833797044079803,0.12245648670737297,0.11732947814321859,0.5775183877862234,0.677621733238614,0.550120019970877,0.8278602520250796,0.9171136497198585,0.3041400636484599,0.21863273787009962,0.8398708547458238,0.9585623444055181,0.029481217146055116,0.9270386229959526,0.9605859170844167,0.4097295577228922,0.5630854906541543,0.5471158001973355,0.9195512539662937,0.36707388152839326,0.02810677585161747,0.9478847339296727,0.16878019947926015,0.25421217072994284,0.34340937256327675,0.7099152647793306,0.8692906864190151,0.2512045594417016,0.8398943821734068,0.17521013342182756,0.8388346838719878,0.6502164199388997,0.646963155447732,0.9916285579463702,0.1851237170261294,0.10246766991298029,0.4062263041814811,0.8128349031418154,0.4074870894907804,0.9003367432433729,0.797839520602363
1,0.017799654794824926,0.6280811587092531,0.09139721659224731,0.22413014178665713,0.1613428475674491,0.8138762251286871,0.9279629169232311,0.3818464274915354,0.6233798638228176,0.6616189146113095,0.5276667486553306,0.9007165755454378,0.15177997607374683,0.5016803202132004,0.2387856943554707,0.018594375663291696,0.855734034241519,0.20415089221750538,0.8168250568700043,0.2774792222503498,0.989832746927428,0.9511321783792882,0.19204630840814818,0.5692270996287134,0.2122604746003931,0.11625563547919349,0.9995560827693513,0.5835328615076889,0.9128970869216988,0.623509517922209,0.23067904428198793,0.6341300363511013,0.6713164355334568,0.35404207797803655,0.1368369863957779,0.1925592397100313,0.33826264066622846,0.991721225077765,0.7051501438550035,0.8801980631919243,0.3369742037514929,0.9215541777381043,0.14131400175134523,0.5569801284830821,0.37429388996476454,0.419991289315363,0.9768164904578163,0.47052070126834866,0.9521975670204966,0.26468785942193884,0.5160195830547307,0.5193943886262159,0.7093928957574627,0.674825199918947,0.6280708984073758,0.5456757489161921,0.6157386372112426,0.4445937660642949,0.4345838284635003,0.6870527255634911,0.8643613256526779,0.8695777317461366,0.17730375794849162,0.5920674217369639,0.3950602309623441,0.9979433579659588,0.9155985861641363,0.00785717193455504,0.4035393065625744,0.0980725873940066,0.32572162624318746,0.40885323346317215,0.8256064522958417,0.7937084943120135,0.43032640238138353,0.8145623510936716,0.09030309323348096,0.1049761221537927,0.8356802258767974,0.1984094015793174,0.6996559207298937,0.05245827589467178,0.04189333099469306,0.831012626714693,0.15848647430176888,0.5521808881927407,0.29739337861608195,0.42436724170018447,0.14083715995469093,0.10024995672892856,0.8576734461971223,0.7906630223065815,0.6600011613471845,0.4687017010073088,0.0795586923936038,0.978112585313199,0.7112479125370166,0.5943274779099554,0.5447749739380531,0.04964824007217861,0.7444561390303118,0.504471916521948,0.32435054449812495,0.7377641322447271,0.2155338890423294,0.8384811935576038,0.576095522455581,0.4481469228576951,0.7865595951480463,0.08073843271260284,0.34290399322951337,0.6246358729930513,0.9043479687972921,0.5057073245703683,0.3335572019474209,0.9194134725182601,0.17082511488348096,0.5500036089681659,0.36181334246918995,0.1970376338277986,0.37433317304492053,0.7031783672033562,0.3784725007281502,0.06515972946288939,0.5616254149180223,0.8773053410171124,0.15294927853573193,0.6679291072451066,0.7596129795394907,0.5292255034901311,0.9849657221307387
2,0.8433992799045424,0.7068315442034766,0.8133274147963362,0.1145552725477953,0.21629798501808495,0.2794194583135595,0.3256104720691759,0.25550373350386857,0.15779379369549895,0.18830382191097916,0.9898808564679251,0.5099209887390779,0.8540342122360693,0.17416407429611458,0.8728163959498358,0.6081580562941884,0.0848691374596049,0.0018586548427760308,0.579964306410703,0.22456879906544158,0.6742271170651922,0.5097770849479306,0.27284083597386555,0.9418598437946353,0.7023399927868706,0.7153295593477361,0.4745119388981369,0.5869207616552304,0.3570406501076322,0.6888976501108742,0.6757571682555167,0.9024894180669761,0.7616498678377652,0.35318993096564044,0.3742837060052506,0.5947726722871856,0.0580084221725663,0.5636603396663478,0.40605373159762714,0.8704150266132501,0.1276750431586846,0.799735303234523,0.8274782458912046,0.36431129188395284,0.9545435949090285,0.663775629329841,0.6670728815431985,0.5726650441291784,0.8419896181213368,0.4968498625340799,0.8797575848270734,0.9513709176411644,0.443120602558591,0.18615486498058764,0.11378994285304322,0.5185926974306587,0.09680230551357405,0.6049730670976933,0.5577314514377516,0.531628714332403,0.1633244242992412,0.644023336174977,0.2525053645862728,0.782793912639175,0.45858534004307705,0.38984154319890185,0.4507824669211852,0.04843752631548559,0.7306824311735363,0.3798637186926189,0.07891787574774178,0.5353060297195485,0.8692232694246513,0.8047752284180189,0.2543021795852354,0.343325190370925,0.3351394690827393,0.31444345272151875,0.8610706206932925,0.6570215230794674,0.7218011572261179,0.08197143989693811,0.3471519901724327,0.6618588788132815,0.10435837398937653,0.31802524958354084,0.0498864374101895,0.24156383929790126,0.9400849247471413,0.9705704299288477,0.3853197460722003,0.7809557335155127,0.38431114829368196,0.38238129480264393,0.667425873974185,0.033163644310435725,0.555321337135212,0.18576593640431838,0.7904080935751482,0.8407359031906325,0.30108674136999414,0.1202778827153056,0.4809973255886243,0.7140434576081421,0.2882016916929099,0.3616060724994453,0.7304222804490524,0.45631061522219374,0.3993643113245029,0.6522548483117845,0.7258610021046885,0.2673897896237398,0.7189967055038106,0.6228294299053437,0.4991014634843366,0.8480351813199866,0.5218279718595159,0.164069780423043,0.8770575562578047,0.9423837817659283,0.9854904904178704,0.5112295753896657,0.020591766527505162,0.6899979529822956,0.13015698699678901,0.42636122268544496,0.9404038464609837,0.47223057053079887,0.40324374642385485,0.8783649517517306,0.6824688617850384
3,0.3702987403820933,0.9425180235601528,0.40493451863287677,0.4616015878883196,0.8947634730487777,0.46274255379874163,0.8250549583568427,0.3240948019661971,0.47476505765325927,0.8413341732728801,0.782719760782047,0.07459092616596952,0.12190278575800262,0.32770218599143497,0.8825838813890852,0.10145549092622763,0.11115929270012892,0.21560784848811076,0.6170907771270322,0.20057527358026772,0.23770082889536714,0.6460203796571391,0.2349092485932236,0.9401791897495311,0.4684303858203619,0.5807813228340557,0.35612583873249504,0.875611269697021,0.39423612676789543,0.7997173641838646,0.0375391343206557,0.8764726344215217,0.2602349758471717,0.19318019798623187,0.7781197056185337,0.22095379885797295,0.41947847431881247,0.15559145928333018,0.24655658219098042,0.47963253437534625,0.2758950444440914,0.6555394493730209,0.7330206366865714,0.495055553858728,0.734779462498561,0.4485579123343306,0.5787523783559789,0.8548615156278043,0.04808819139325249,0.8901068159073814,0.557180335840203,0.2921057862473402,0.4276004513752748,0.3183447806214128,0.2589497342408972,0.32406527895321935,0.8357550807669292,0.3684557557883793,0.7699238669812559,0.13636553069240387,0.8006469004529998,0.7677380092911718,0.45058752236066624,0.8839826787492852,0.133484408766968,0.5611402515262185,0.6187744714449485,0.89085535021119,0.8146182441846198,0.045522937434183786,0.6136556869062019,0.8279994728003809,0.8088174853207901,0.3285902183389381,0.7517739568825459,0.09235505076746209,0.6868647231843859,0.3494664799553874,0.9837978679262591,0.9696326851582833,0.1558289403603872,0.30163795701832574,0.07909956406451202,0.7916017553765153,0.5867216324792235,0.1911297095283102,0.8086863868415892,0.3495360171432117,0.19079705104772893,0.5710434988491283,0.4486283630988568,0.30723276616088946,0.7895439904683316,0.012830811576969636,0.03942135340750175,0.3484881491206707,0.19408662796678067,0.01900478172349529,0.5363630892649637,0.6150410821037656,0.8850914845109767,0.6554885850869879,0.08784440163810714,0.5619950222142981,0.08365588847749494,0.177745814541435,0.871869690161353,0.2543567863740591,0.18419365561546497,0.5309017794379606,0.797162162823232,0.44512074659186485,0.856892580214603,0.1450311050958818,0.9192421824369147,0.7311182354404657,0.1631553035817236,0.9194564702426427,0.7567080185289318,0.209047153081645,0.8661382236171974,0.10076786249623915,0.6053718019448249,0.8868174517390712,0.7775635688779031,0.49189163755176346,0.22639084647575092,0.9289138356324033,0.6733540914944126,0.06198202479580994,0.9850523987494129
4,0.19509821644658076,0.37804877981022345,0.7126606409451356,0.28578952614474473,0.8003832809187775,0.7361863205610026,0.7403283475520214,0.5744036441863394,0.14557651365398405,0.6981790542653814,0.5276325477501028,0.8044632655785069,0.01542460923870903,0.8852565767763856,0.059432186444137614,0.15442639276606906,0.527673905793604,0.6234346736729898,0.4992215870126636,0.839776414004136,0.7170983802967308,0.7116834737808626,0.4852785653347148,0.6883948073024984,0.4026013374537001,0.8475068076960978,0.4094415721570456,0.011154229181142505,0.4411664444721781,0.9543912884750521,0.2127538733459421,0.877394516680206,0.006039695735268302,0.2634439412200942,0.8875402263287301,0.6526490114655094,0.5532732405279149,0.7959840024300641,0.6532355441683461,0.6831085859450187,0.4887364226131392,0.44915919305968044,0.8350240068817762,0.8833027101315386,0.7682031955847288,0.3993181677702987,0.9182026203142705,0.7418407699905346,0.28756247888306685,0.3752447968193592,0.38832478224702327,0.999530529094254,0.8185071300760742,0.8553983348019563,0.4831494019555215,0.024088066807354647,0.16764108544798462,0.6095446854212769,0.9421023633115789,0.7782304686721322,0.9847847968862631,0.6740913904687864,0.6943171129087171,0.3983256967926073,0.8654692610977681,0.5064283493759804,0.25000070437069966,0.25086651227263046,0.4088603110982524,0.5073335853238534,0.8629497422378668,0.5636825588382387,0.17718962408977057,0.3720827115023362,0.5174785900292246,0.08157553478026236,0.4920133837313193,0.24981364817356178,0.36329350506611957,0.1190748658205677,0.8246279765412479,0.7559305976672209,0.08706751449249828,0.10344339305230599,0.4961557497640643,0.05487144479479178,0.9241272720624918,0.5286677170254341,0.6173640806780801,0.15728705934444376,0.8506695332330216,0.08819503329986789,0.4252379388941445,0.7615037144201346,0.31474052967444444,0.40931833284558505,0.9256300864853774,0.012219459808318178,0.2745629025615176,0.25887649454851047,0.0448723863700794,0.6131991744752012,0.8039094819384528,0.6691655657494052,0.6797506415724046,0.9481179985645909,0.8755709771752561,0.1579908648115086,0.8765736381217389,0.2104420006514881,0.6247017950743032,0.0394473821147967,0.35761257370838373,0.4342525251320435,0.43770032879717025,0.7222742384560388,0.8337706810556035,0.3198290885768249,0.1465568261451845,0.15251180689361876,0.5671070021883069,0.9960706995343878,0.9281689887224268,0.7926720504112839,0.4377330549255176,0.4850154702052374,0.5792074277538605,0.2013653002905481,0.19418491226351253,0.49368866822989466,0.8645936302954175
5,0.659684055387639,0.34388955105933006,0.3158222323425387,0.1623153130944881,0.51788307792975,0.880828747168459,0.057335404996810446,0.9624455095664577,0.2818786646826027,0.48298734745155547,0.8764740967943914,0.29103715807202835,0.03120018960758708,0.759308631462454,0.9707529003073102,0.8651976968918541,0.48126510021351343,0.8629983727315956,0.17492310467472816,0.1926927594072675,0.515052234999647,0.6058434196413678,0.1618544330497279,0.572853938216675,0.4008562143326875,0.6688819787761429,0.8288452989944216,0.6365192616274102,0.7918316833093321,0.7126453327508646,0.900872078057455,0.0351443831460998,0.36890574854442537,0.25511108763247736,0.23881264131428148,0.6162618545941618,0.3318683305726441,0.6905843102230482,0.6220962811202583,0.5793555905819743,0.9546634787282166,0.3844730820556932,0.1981414177689217,0.3463740368350602,0.47924965718848656,0.1351365764230199,0.3219594348703281,0.21693710244333086,0.8579512328750514,0.9154437376263069,0.19645165926741037,0.41445293914325376,0.5621620481908428,0.31009731844270894,0.01695997553550721,0.435296392623168,0.7043286470581415,0.8924805100129181,0.7040318725859935,0.9133945954249442,0.23139691491076086,0.932023704220252,0.7549283275906161,0.5639526484953945,0.9675125233011098,0.875052552021515,0.9755074533428405,0.32834848884036094,0.6320157035600057,0.8225955408273126,0.05230577531136138,0.07858195122496792,0.9396209770615369,0.11226055786217293,0.5399619993952063,0.3227660931817562,0.38142045961315596,0.9424808307422781,0.44104403575674334,0.5916290953531692,0.09600819110908032,0.10217063622621758,0.6449211119827043,0.9113818637457196,0.5129209813953309,0.1280627934760078,0.6438028051369131,0.20791611715870073,0.4960097165472058,0.513081469572411,0.7440360808558135,0.4922960364130513,0.22888867967017823,0.49923853373337734,0.41716164763965824,0.034731207575791734,0.6594325681821849,0.4560210839502914,0.3158609220019012,0.060783320171428956,0.1486009146369096,0.8340877033087152,0.7003224901450203,0.47091041385654964,0.6859967446621099,0.9710715887184005,0.3165684396925671,0.6387937299390468,0.9695441599428902,0.4100240569980559,0.3290542339738529,0.0991960542098369,0.7576089008719546,0.2931261996628649,0.9997515952424709,0.03003965452009949,0.7444126819296378,0.8757971846395431,0.7184097997911267,0.35351381373306656,0.526979041798761,0.7428988395654754,0.6863463405943466,0.30805845534819887,0.21140101604357486,0.3544421969304812,0.844825216176861,0.1281536734857287,0.3350145229473698,0.2942376817686747,0.49703171299184423
6,0.1565002490881875,0.2867284741155288,0.5143697585467509,0.934911428079598,0.1292845383449015,0.7477824894235037,0.9182817450913645,0.5106364219580137,0.6097079355827597,0.43070539155919296,0.22651528710193225,0.3811298418737834,0.051426141318609564,0.03722433789920987,0.5585519080489005,0.15068958140065203,0.5530497208620959,0.17075714520467355,0.6339653409756218,0.30089873976841464,0.25760756064931645,0.5354835787834217,0.7415746579542042,0.41983637272407803,0.621724117420792,0.21531807342170506,0.26940273003649007,0.6595681908270572,0.34220296364190816,0.505811040641049,0.8043655372341327,0.08267913384444225,0.4354307189415926,0.43552969172728917,0.24229935738172292,0.5818552720908788,0.5944453449651412,0.35280307561806845,0.08532407546759979,0.06497443968457983,0.08159063449043491,0.052200377667728226,0.38469138407343384,0.5591804803359387,0.9615785932045057,0.13812787069743115,0.5177191560357385,0.5633562296109526,0.617779898195904,0.7128533745022134,0.03618434382403446,0.982906587735889,0.3273138251372577,0.5936879166288218,0.0479137485959612,0.06180233691273984,0.1702822545638476,0.9964355000781722,0.902628988633273,0.3416172471350831,0.9294903002569239,0.8706619556577879,0.5998922035219292,0.8037692433297068,0.1563147253997158,0.9901825342199464,0.9247973308414336,0.29906537650472975,0.5418057304687864,0.43265194650251315,0.1852396142467384,0.7277258969219039,0.9342193347794867,0.9619413660952405,0.21283643616533798,0.19052382301968274,0.5114350881187193,0.629757301174907,0.3071977397904119,0.875584309755404,0.6506257009941079,0.560617637077943,0.6960254390490414,0.4073760426356381,0.6948073728923985,0.43747106492578003,0.4522729480120288,0.6715037634642212,0.05426004471767809,0.01213859067510148,0.12293370172459916,0.660094057966616,0.5496440826199145,0.329761904261089,0.3355912926047777,0.713140347733025,0.5180431407111892,0.1487220012407091,0.9058221827170113,0.7422372744144451,0.03038337578027195,0.4570020819929904,0.2324525540780782,0.9457404190792205,0.47629124685776547,0.5311115528967828,0.5960643554755779,0.502507358597001,0.7441132635294745,0.02385815632293209,0.4289245092490629,0.7250823192992308,0.7979175575230184,0.7806134776950039,0.0004091217883629428,0.6277584629448513,0.21757732451913303,0.7067287446113985,0.7765566050209649,0.5311442252971026,0.44362164051200514,0.38448116396662946,0.2532332837271871,0.550611234119424,0.996690564590699,0.2590546955859253,0.3371763201817586,0.001559489849366047,0.7713133885724837,0.7776153025092012,0.45619092225147706
7,0.006731908624155292,0.20341793496688498,0.4110003728422875,0.4132199249106818,0.524254311010467,0.658185387673307,0.20198615091181737,0.00036354762086843184,0.2387344665529626,0.32681282302695336,0.1409720002496675,0.5085325724528635,0.25195105042744315,0.3495721260712995,0.03617856734871061,0.7614033337259134,0.35385349417385503,0.04381587845202051,0.31323150590348503,0.9202692857953528,0.2749610085719114,0.23702057829855516,0.6990065958253625,0.3983395942286756,0.5278775009485414,0.655781002140282,0.350839633556031,0.9231085657077346,0.49151875133129985,0.7127650072076304,0.6875065538708299,0.7917906848178642,0.16479286458934084,0.767020424718755,0.509907944364537,0.6191915163488761,0.016634502943095875,0.6386298028822984,0.27072510378749015,0.8069426967134253,0.00016103039289439014,0.971120200906774,0.8932117690991056,0.6579699810184102,0.542673992417606,0.015689733373052128,0.6608527803944088,0.11472013100769707,0.9461803718302337,0.47783115340299964,0.2450796587870494,0.5119499871333507,0.9938787952402242,0.7809993011155367,0.45679459113181264,0.7157167367778736,0.833136517259317,0.07449574781185875,0.5384480712621862,0.020274465416148857,0.10782222288280341,0.6410503514149172,0.6737090597589883,0.4824564852185933,0.4961070417947584,0.5667469942784733,0.9386186878801007,0.12615399952532513,0.8383015346976123,0.11503500603596684,0.7286202262505566,0.6157361174062845,0.4690423403137557,0.7639098390991078,0.22772027765939207,0.43726002083902915,0.14209143100966581,0.20671089224678552,0.4247439598778088,0.5066878629105896,0.7312905442868931,0.23869128061765799,0.18590665158658393,0.6120802109453102,0.5005910558220702,0.64093901638411,0.722979653882131,0.6037593658005769,0.7461173170576053,0.2442605102807206,0.8952467210532541,0.09505278258933858,0.568282186249913,0.2552575353078639,0.3731916020137993,0.39969499469889413,0.4578707943079572,0.46632673369195277,0.12160654452825759,0.16779486175551472,0.391645541911703,0.6339611861209733,0.6148176060015108,0.33177102218532895,0.829091584980334,0.0633519648779064,0.3330886623055692,0.3400153168039899,0.32517221235830196,0.7172507916175963,0.0010357187952254598,0.68608786984064,0.42750197655448263,0.45114433573370194,0.8877635236924543,0.04553354106956575,0.6329340442753632,0.2702479915473127,0.5642533524709827,0.9782012906066928,0.45807722578051646,0.9872611180550112,0.19690183509379178,0.5720703005967618,0.7902592818927208,0.47864773671711836,0.9779272795376864,0.9756007330834872,0.3277465295511638,0.0015336178461453631,0.5729871884626025
8,0.9210567362644779,0.49070242479284676,0.2294727533403088,0.7066635596420069,0.41327669738226647,0.41067474127161274,0.40987533530945053,0.8734136551610011,0.2448579008277515,0.7075159549007186,0.8227839429407794,0.27733198584001095,0.7695843007057084,0.46448602741893386,0.1277414631041094,0.07310775139160064,0.5491161666579457,0.09380455012495537,0.8314800717553636,0.7157691981746359,0.7325969559884068,0.2573486994371621,0.09799131223021118,0.019488461159781645,0.03971761712629318,0.0798067266260497,0.39882519298758323,0.5710783057048375,0.4269062057177202,0.8900762024771081,0.7843310476716252,0.8677901281351212,0.3805253963463615,0.2302716563832925,0.9550196212118589,0.7953714515203579,0.9564452285424965,0.3106043186253076,0.5709988127958159,0.8978215083416293,0.41355984901749887,0.5403250736287681,0.35751322643401673,0.6017003356282485,0.06827081071533625,0.3493916805369198,0.44931560036834384,0.1981196576994796,0.5141829800309596,0.9829744018213212,0.42275509904820896,0.6044813867154112,0.8382101142961609,0.7978279646115869,0.5332708769771234,0.841341890513324,0.064922859384965,0.05608360164256798,0.5746608420612905,0.11948698132639202,0.882712367229546,0.10652027975271894,0.215097080258148,0.9144522733558802,0.7795094828298214,0.23923871557458476,0.6696004378706578,0.08863194776890815,0.6039049728697401,0.6954891519535356,0.7828154782529991,0.9399874380286983,0.7918596346443406,0.7595258611554663,0.6444409474837935,0.8594889839586458,0.24028957042130428,0.832890434867322,0.7087994975562343,0.6806050014330469,0.7852187596948221,0.002656422859640406,0.3920218637462576,0.6498304693961177,0.7224882132938323,0.799743692652269,0.3030772211024684,0.48516734505036463,0.8601507885777312,0.16553529805429446,0.3210838731701037,0.6417892051832553,0.7067228118119345,0.7580253867461743,0.5268961808173539,0.5111898195954392,0.44629834198734175,0.42434531667832565,0.31441159202028923,0.6154985812223205,0.28546608483712543,0.1445018750140551,0.8830620630876652,0.7272920638427244,0.9210957480213307,0.5610524292697909,0.08735911984076239,0.18171660249196275,0.1683102380053696,0.11170010784105555,0.46227906211195835,0.7500364215915958,0.5381982202496797,0.08105728259126965,0.8895543403366,0.061864110087970436,0.20950473843121142,0.4241830713626997,0.5420480403173698,0.9222121620063749,0.3308676244245309,0.37124184264446713,0.9003710333625364,0.9714262068960938,0.2794408784702138,0.05900792818738243,0.06907333415671235,0.6419833158159078,0.18579824192403505,0.40104060415848664,0.913219347546492
9,0.9574006795307822,0.4168003257535521,0.9768793916173956,0.5150568537657323,0.016647299784612324,0.33012004335461675,0.8235632711707292,0.6831522319780183,0.013014661715143983,0.9674223749621145,0.6339647915838228,0.22538040948824467,0.9445651526042724,0.06511930464233318,0.8163383856751878,0.16415038185908915,0.41577476604603136,0.4188380939075126,0.41117811274424987,0.2854117365817094,0.8339669780834709,0.9719612063844439,0.27851594168729554,0.550698465331478,0.22449622021624915,0.016707672244500538,0.3700544420429973,0.3340999616768028,0.1741178145475064,0.5176462204079114,0.4794897666739315,0.4278649813733606,0.620023282272851,0.14632202122577453,0.29666429372043535,0.3550377339983931,0.8185332073754195,0.6034347406945721,0.2763968115486468,0.26217728206191504,0.7995253460051938,0.5500540212882208,0.8113847538083531,0.3824891818069791,0.6605220509214698,0.3909426670752466,0.44551815413577955,0.9876532817602613,0.190038152476928,0.22589061051508985,0.330504506633863,0.9920911963961572,0.7653575946199467,0.12883662651007577,0.3735000240481945,0.47203694487876324,0.979369116206085,0.08164024671273873,0.1370051697940653,0.8290020629711711,0.7436219768402843,0.7232907670250759,0.7633319653343386,0.8500624426769833,0.49033833949952144,0.5688888689941921,0.7624346403357648,0.314734707323187,0.7236005230791006,0.9704383793173581,0.3929716410106423,0.940681214190401,0.20696624599619762,0.8704705567498113,0.2343150051311086,0.1598809718660108,0.5801689259858585,0.8210879434821063,0.1351011328998969,0.3794876645578691,0.05871968289065266,0.24371453449023317,0.3047544536964534,0.6416973479481245,0.17734726341666707,0.9955086887387434,0.21941968267509715,0.6187264857186461,0.07894785259020176,0.012910164044125039,0.7269603321861574,0.5476762438589985,0.9813191590386324,0.5978237678675944,0.9468273900949902,0.015123309852632438,0.5457090181164007,0.026709370301118196,0.7879565819716199,0.609035420763937,0.5839728723076778,0.33378332996615556,0.4865738810112378,0.8258081973134846,0.7381330146475447,0.707950015984769,0.16719726502684162,0.47964385046185043,0.15878411814158333,0.7610289764792311,0.6469003505043166,0.8527471091253984,0.5599933400375984,0.7216406558912642,0.6438153450233788,0.8322712089540731,0.643343863418403,0.8531011823694991,0.004725092090921756,0.2727375430743313,0.9185814533378185,0.36873899657753206,0.41765605993565147,0.49833641148750807,0.9479282514323955,0.44371379561374324,0.5876133679074411,0.09639836774916599,0.8919423337343557,0.7994045514339249,0.99806455198396
